,0
1970-01-01 00:00:00,100.77238267660546
1970-01-01 00:01:00,105.31079448385184
1970-01-01 00:02:00,106.62678296065337
1970-01-01 00:03:00,103.50125074410794
1970-01-01 00:04:00,99.60227068517932
1970-01-01 00:05:00,103.09112695249257
1970-01-01 00:06:00,104.36816700728257
1970-01-01 00:07:00,99.71208055302554
1970-01-01 00:08:00,100.11647352656904
1970-01-01 00:09:00,101.61185459395683
1970-01-01 00:10:00,100.80017086120294
1970-01-01 00:11:00,102.49080288259235
1970-01-01 00:12:00,101.91098399329887
1970-01-01 00:13:00,99.45983520163048
1970-01-01 00:14:00,99.78133137290118
1970-01-01 00:15:00,102.84796982476176
1970-01-01 00:16:00,102.28673591669133
1970-01-01 00:17:00,101.37638376947852
1970-01-01 00:18:00,101.21989976401122
1970-01-01 00:19:00,101.88584721135692
1970-01-01 00:20:00,100.22153090918401
1970-01-01 00:21:00,100.88613941750127
1970-01-01 00:22:00,102.4431756110345
1970-01-01 00:23:00,102.14639798332992
1970-01-01 00:24:00,100.278177302557
1970-01-01 00:25:00,95.76684849084141
1970-01-01 00:26:00,98.90336694839563
1970-01-01 00:27:00,100.90389569955794
1970-01-01 00:28:00,101.72421288840361
1970-01-01 00:29:00,98.72281818530938
1970-01-01 00:30:00,100.33441392020748
1970-01-01 00:31:00,99.45803031186772
1970-01-01 00:32:00,98.04693982758404
1970-01-01 00:33:00,93.29402971484089
1970-01-01 00:34:00,99.36166580430596
1970-01-01 00:35:00,101.60558280088726
1970-01-01 00:36:00,99.77263694521189
1970-01-01 00:37:00,99.5320150617385
1970-01-01 00:38:00,99.50909595732234
1970-01-01 00:39:00,98.12050250825153
1970-01-01 00:40:00,99.57872099312848
1970-01-01 00:41:00,98.03799985700803
1970-01-01 00:42:00,100.8939481164928
1970-01-01 00:43:00,100.34043345462231
1970-01-01 00:44:00,98.46391315270594
1970-01-01 00:45:00,100.40393831742054
1970-01-01 00:46:00,97.92871056071301
1970-01-01 00:47:00,98.84157270345528
1970-01-01 00:48:00,96.5828917633344
1970-01-01 00:49:00,95.65264184016748
1970-01-01 00:50:00,96.64069898140501
1970-01-01 00:51:00,96.7852309162449
1970-01-01 00:52:00,96.07651654520006
1970-01-01 00:53:00,97.68775554881562
1970-01-01 00:54:00,95.9000983864698
1970-01-01 00:55:00,94.36916021069965
1970-01-01 00:56:00,96.49056147517018
1970-01-01 00:57:00,94.57466705040385
1970-01-01 00:58:00,95.54549632872067
1970-01-01 00:59:00,98.43569234599792
1970-01-01 01:00:00,95.07883995477223
1970-01-01 01:01:00,97.37661063661234
1970-01-01 01:02:00,93.66030896650192
1970-01-01 01:03:00,95.84730475847203
1970-01-01 01:04:00,94.50163681320552
1970-01-01 01:05:00,99.49704371639918
1970-01-01 01:06:00,93.55311000873894
1970-01-01 01:07:00,98.165364341334
1970-01-01 01:08:00,97.36675865673205
1970-01-01 01:09:00,99.05924842876217
1970-01-01 01:10:00,93.80317553031699
1970-01-01 01:11:00,91.96162567767205
1970-01-01 01:12:00,167.0
1970-01-01 01:13:00,98.68430295605651
1970-01-01 01:14:00,95.32475697084432
1970-01-01 01:15:00,100.33420923456124
1970-01-01 01:16:00,94.28564615717018
1970-01-01 01:17:00,93.85153133926264
1970-01-01 01:18:00,95.03818389022635
1970-01-01 01:19:00,94.22128774034084
1970-01-01 01:20:00,89.94061995541165
1970-01-01 01:21:00,95.81701406947094
1970-01-01 01:22:00,97.57508854406774
1970-01-01 01:23:00,94.1915231835349
1970-01-01 01:24:00,97.95648152571258
1970-01-01 01:25:00,94.57991929329145
1970-01-01 01:26:00,93.55269579430488
1970-01-01 01:27:00,93.48032610323665
1970-01-01 01:28:00,97.77523616946723
1970-01-01 01:29:00,91.9369063256224
1970-01-01 01:30:00,94.14423275044912
1970-01-01 01:31:00,93.25173690339582
1970-01-01 01:32:00,91.16455827547789
1970-01-01 01:33:00,95.10163868804474
1970-01-01 01:34:00,92.28081851022576
1970-01-01 01:35:00,135.0
1970-01-01 01:36:00,97.16931216445964
1970-01-01 01:37:00,94.796435252823
1970-01-01 01:38:00,92.5245476828128
1970-01-01 01:39:00,91.46827508024921
1970-01-01 01:40:00,93.59549423216967
1970-01-01 01:41:00,91.50110603259236
1970-01-01 01:42:00,90.22183670023696
1970-01-01 01:43:00,94.1428486285623
1970-01-01 01:44:00,93.241711808808
1970-01-01 01:45:00,96.12998177687831
1970-01-01 01:46:00,92.08847858672613
1970-01-01 01:47:00,95.75776750213694
1970-01-01 01:48:00,92.90523583294416
1970-01-01 01:49:00,95.54224342860672
1970-01-01 01:50:00,96.21193042352157
1970-01-01 01:51:00,94.53619947734073
1970-01-01 01:52:00,96.08123095687534
1970-01-01 01:53:00,93.09129575393817
1970-01-01 01:54:00,90.38750302683293
1970-01-01 01:55:00,45.0
1970-01-01 01:56:00,91.58902614036904
1970-01-01 01:57:00,88.54613348417803
1970-01-01 01:58:00,98.41014304922021
1970-01-01 01:59:00,91.67202487074074
1970-01-01 02:00:00,92.22465531391606
1970-01-01 02:01:00,90.3513376227381
1970-01-01 02:02:00,90.01772302042679
1970-01-01 02:03:00,92.7290903222936
1970-01-01 02:04:00,92.92309855116842
1970-01-01 02:05:00,89.16933869990223
1970-01-01 02:06:00,94.04880886973918
1970-01-01 02:07:00,94.24390841772635
